number,opcode,operands,result,may_throw,may_bailout,may_call_php,may_run_dtor,reference_semantics,observer_boundary,interrupt_boundary,existing_jit_support,planned_znmir_lowering,n0_x64,n0_a64,special_cases,effect_ids,read_domains,write_domains,ownership_actions,barrier_ids,tests,source_refs,reason
0,ZEND_NOP,"{""dispatches"":[],""extended"":[],""handler_style"":""ZEND_VM_HOT_HANDLER"",""op1"":[""ANY""],""op2"":[""ANY""],""spec"":[],""variants"":[]}",none,never,never,never,never,The cited handler has no reference-specific path; ordinary zval operands may still be dereferenced only according to their declared handler forms.,never,never,partial,runtime.misc,not_started,not_started,[],[],[],[],[],[],"[""contract.opcode_matrix"",""opcode.ZEND_NOP""]","[{""end_line"":8144,""path"":""Zend/zend_vm_def.h"",""start_line"":8138,""symbol"":""ZEND_NOP""},{""end_line"":2726,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":2726,""symbol"":""ZEND_NOP""}]",The cited VM definition is an explicit control/metadata no-op with pure/no-memory/no-ownership behavior; it contains no semantic value access.
129,ZEND_DO_ICALL,"{""dispatches"":[],""extended"":[],""handler_style"":""ZEND_VM_HOT_HANDLER"",""op1"":[""ANY""],""op2"":[""ANY""],""spec"":[""RETVAL"",""OBSERVER""],""variants"":[]}",temporary,conditional,conditional,conditional,conditional,"The cited handler contains an explicit reference, indirect, dereference, or separation path; preserve alias identity and the listed ownership actions.",conditional,conditional,both,call.dynamic,not_started,not_started,"[""call"",""destructor"",""exception"",""interrupt"",""observer"",""reference"",""zts""]","[""bailout"",""call_internal"",""call_php"",""interrupt_boundary"",""observe_frame"",""read_memory"",""reenter_php"",""run_destructor"",""throw"",""write_memory""]","[""engine.exception"",""engine.interrupt"",""engine.observer"",""frame.args"",""frame.call_chain"",""heap.reference"",""heap.zval""]","[""engine.exception"",""engine.interrupt"",""frame.call_chain"",""frame.temps"",""heap.reference"",""heap.zval""]","[""canonicalize"",""conditional_destroy"",""produce_owned""]","[""bailout"",""destructor"",""exception"",""interrupt"",""observer"",""reentrancy"",""safepoint""]","[""contract.opcode_matrix"",""opcode.ZEND_DO_ICALL""]","[{""end_line"":4350,""path"":""Zend/zend_execute.c"",""start_line"":4314,""symbol"":""vm_interrupt""},{""end_line"":4195,""path"":""Zend/zend_vm_def.h"",""start_line"":4127,""symbol"":""ZEND_DO_ICALL""},{""end_line"":2154,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":2154,""symbol"":""ZEND_DO_ICALL""},{""end_line"":5422,""path"":""ext/opcache/jit/zend_jit_trace.c"",""start_line"":5422,""symbol"":""ZEND_DO_ICALL""}]","The cited VM handler and operand declaration provide the exception, bailout, PHP-call/reentrancy, destructor, observer, interrupt, reference/indirect, ZTS executor-global paths used for this conservative annotation; JIT status uses only cited compiler cases."
130,ZEND_DO_UCALL,"{""dispatches"":[],""extended"":[],""handler_style"":""ZEND_VM_HOT_HANDLER"",""op1"":[""ANY""],""op2"":[""ANY""],""spec"":[""RETVAL"",""OBSERVER""],""variants"":[]}",temporary,conditional,conditional,conditional,never,The cited handler has no reference-specific path; ordinary zval operands may still be dereferenced only according to their declared handler forms.,conditional,never,both,call.dynamic,not_started,not_started,"[""call"",""exception"",""observer""]","[""bailout"",""call_php"",""observe_frame"",""read_memory"",""reenter_php"",""throw"",""write_memory""]","[""engine.exception"",""engine.observer"",""frame.args"",""frame.call_chain"",""heap.zval""]","[""engine.exception"",""frame.call_chain"",""frame.temps"",""heap.zval""]","[""produce_owned""]","[""bailout"",""exception"",""observer"",""reentrancy"",""safepoint""]","[""contract.opcode_matrix"",""opcode.ZEND_DO_UCALL""]","[{""end_line"":4220,""path"":""Zend/zend_vm_def.h"",""start_line"":4196,""symbol"":""ZEND_DO_UCALL""},{""end_line"":2152,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":2152,""symbol"":""ZEND_DO_UCALL""},{""end_line"":5421,""path"":""ext/opcache/jit/zend_jit_trace.c"",""start_line"":5421,""symbol"":""ZEND_DO_UCALL""}]","The cited VM handler and operand declaration provide the exception, bailout, PHP-call/reentrancy, observer paths used for this conservative annotation; JIT status uses only cited compiler cases."
131,ZEND_DO_FCALL_BY_NAME,"{""dispatches"":[],""extended"":[],""handler_style"":""ZEND_VM_HOT_HANDLER"",""op1"":[""ANY""],""op2"":[""ANY""],""spec"":[""RETVAL"",""OBSERVER""],""variants"":[]}",temporary,conditional,conditional,conditional,conditional,"The cited handler contains an explicit reference, indirect, dereference, or separation path; preserve alias identity and the listed ownership actions.",conditional,conditional,both,call.dynamic,not_started,not_started,"[""call"",""destructor"",""exception"",""interrupt"",""observer"",""reference"",""zts""]","[""bailout"",""call_internal"",""call_php"",""interrupt_boundary"",""observe_frame"",""read_memory"",""reenter_php"",""run_destructor"",""throw"",""write_memory""]","[""engine.exception"",""engine.interrupt"",""engine.observer"",""frame.args"",""frame.call_chain"",""heap.reference"",""heap.zval""]","[""engine.exception"",""engine.interrupt"",""frame.call_chain"",""frame.temps"",""heap.reference"",""heap.zval""]","[""canonicalize"",""conditional_destroy"",""produce_owned""]","[""bailout"",""destructor"",""exception"",""interrupt"",""observer"",""reentrancy"",""safepoint""]","[""contract.opcode_matrix"",""opcode.ZEND_DO_FCALL_BY_NAME""]","[{""end_line"":4350,""path"":""Zend/zend_execute.c"",""start_line"":4314,""symbol"":""vm_interrupt""},{""end_line"":4336,""path"":""Zend/zend_vm_def.h"",""start_line"":4221,""symbol"":""ZEND_DO_FCALL_BY_NAME""},{""end_line"":2155,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":2155,""symbol"":""ZEND_DO_FCALL_BY_NAME""},{""end_line"":5423,""path"":""ext/opcache/jit/zend_jit_trace.c"",""start_line"":5423,""symbol"":""ZEND_DO_FCALL_BY_NAME""}]","The cited VM handler and operand declaration provide the exception, bailout, PHP-call/reentrancy, destructor, observer, interrupt, reference/indirect, ZTS executor-global paths used for this conservative annotation; JIT status uses only cited compiler cases."
132,ZEND_PRE_INC_OBJ,"{""dispatches"":[],""extended"":[""CACHE_SLOT""],""handler_style"":""ZEND_VM_HANDLER"",""op1"":[""VAR"",""UNUSED"",""THIS"",""CV""],""op2"":[""CONST"",""TMP"",""CV""],""spec"":[],""variants"":[]}",in_place,conditional,conditional,never,conditional,"The cited handler contains an explicit reference, indirect, dereference, or separation path; preserve alias identity and the listed ownership actions.",never,never,both,runtime.object,not_started,not_started,"[""destructor"",""exception"",""reference""]","[""bailout"",""call_internal"",""read_memory"",""reenter_php"",""run_destructor"",""throw"",""write_memory""]","[""engine.exception"",""frame.call_chain"",""frame.locals"",""frame.temps"",""heap.object"",""heap.reference"",""heap.string"",""heap.zval"",""runtime.cache""]","[""engine.exception"",""frame.call_chain"",""frame.locals"",""heap.reference"",""heap.zval""]","[""borrow"",""canonicalize"",""conditional_destroy""]","[""bailout"",""destructor"",""exception"",""reentrancy"",""safepoint""]","[""contract.opcode_matrix"",""opcode.ZEND_PRE_INC_OBJ""]","[{""end_line"":1352,""path"":""Zend/zend_vm_def.h"",""start_line"":1287,""symbol"":""ZEND_PRE_INC_OBJ""},{""end_line"":1871,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":1871,""symbol"":""ZEND_PRE_INC_OBJ""},{""end_line"":4792,""path"":""ext/opcache/jit/zend_jit_trace.c"",""start_line"":4792,""symbol"":""ZEND_PRE_INC_OBJ""}]","The cited VM handler and operand declaration provide the exception, bailout, destructor, reference/indirect paths used for this conservative annotation; JIT status uses only cited compiler cases."
133,ZEND_PRE_DEC_OBJ,"{""dispatches"":[{""kind"":""handler"",""source_line"":1355,""target"":""ZEND_PRE_INC_OBJ"",""target_end_line"":1352,""target_start_line"":1287}],""extended"":[""CACHE_SLOT""],""handler_style"":""ZEND_VM_HANDLER"",""op1"":[""VAR"",""UNUSED"",""THIS"",""CV""],""op2"":[""CONST"",""TMP"",""CV""],""spec"":[],""variants"":[]}",in_place,conditional,conditional,never,conditional,The cited dispatched handler carries the target opcode's reference and indirect-zval semantics.,never,never,both,runtime.object,not_started,not_started,"[""destructor"",""exception"",""reference""]","[""bailout"",""call_internal"",""read_memory"",""reenter_php"",""run_destructor"",""throw"",""write_memory""]","[""engine.exception"",""frame.call_chain"",""frame.locals"",""frame.temps"",""heap.object"",""heap.reference"",""heap.string"",""heap.zval"",""runtime.cache""]","[""engine.exception"",""frame.call_chain"",""frame.locals"",""heap.reference"",""heap.zval""]","[""borrow"",""canonicalize"",""conditional_destroy""]","[""bailout"",""destructor"",""exception"",""reentrancy"",""safepoint""]","[""contract.opcode_matrix"",""opcode.ZEND_PRE_DEC_OBJ""]","[{""end_line"":1352,""path"":""Zend/zend_vm_def.h"",""start_line"":1287,""symbol"":""ZEND_PRE_INC_OBJ""},{""end_line"":1357,""path"":""Zend/zend_vm_def.h"",""start_line"":1353,""symbol"":""ZEND_PRE_DEC_OBJ""},{""end_line"":1872,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":1872,""symbol"":""ZEND_PRE_DEC_OBJ""},{""end_line"":4793,""path"":""ext/opcache/jit/zend_jit_trace.c"",""start_line"":4793,""symbol"":""ZEND_PRE_DEC_OBJ""}]",The cited VM handler and operand declaration provide the ordinary operand/result paths used for this conservative annotation; JIT status uses only cited compiler cases. Dispatched handler definitions (ZEND_PRE_INC_OBJ) are cited and included in the conservative effect union.
134,ZEND_POST_INC_OBJ,"{""dispatches"":[],""extended"":[""CACHE_SLOT""],""handler_style"":""ZEND_VM_HANDLER"",""op1"":[""VAR"",""UNUSED"",""THIS"",""CV""],""op2"":[""CONST"",""TMP"",""CV""],""spec"":[],""variants"":[]}",in_place,conditional,conditional,never,conditional,"The cited handler contains an explicit reference, indirect, dereference, or separation path; preserve alias identity and the listed ownership actions.",never,never,both,runtime.object,not_started,not_started,"[""destructor"",""exception"",""reference""]","[""bailout"",""call_internal"",""read_memory"",""reenter_php"",""run_destructor"",""throw"",""write_memory""]","[""engine.exception"",""frame.call_chain"",""frame.locals"",""frame.temps"",""heap.object"",""heap.reference"",""heap.string"",""heap.zval"",""runtime.cache""]","[""engine.exception"",""frame.call_chain"",""frame.locals"",""heap.reference"",""heap.zval""]","[""borrow"",""canonicalize"",""conditional_destroy""]","[""bailout"",""destructor"",""exception"",""reentrancy"",""safepoint""]","[""contract.opcode_matrix"",""opcode.ZEND_POST_INC_OBJ""]","[{""end_line"":1421,""path"":""Zend/zend_vm_def.h"",""start_line"":1358,""symbol"":""ZEND_POST_INC_OBJ""},{""end_line"":1873,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":1873,""symbol"":""ZEND_POST_INC_OBJ""},{""end_line"":4794,""path"":""ext/opcache/jit/zend_jit_trace.c"",""start_line"":4794,""symbol"":""ZEND_POST_INC_OBJ""}]","The cited VM handler and operand declaration provide the exception, bailout, destructor, reference/indirect paths used for this conservative annotation; JIT status uses only cited compiler cases."
135,ZEND_POST_DEC_OBJ,"{""dispatches"":[{""kind"":""handler"",""source_line"":1424,""target"":""ZEND_POST_INC_OBJ"",""target_end_line"":1421,""target_start_line"":1358}],""extended"":[""CACHE_SLOT""],""handler_style"":""ZEND_VM_HANDLER"",""op1"":[""VAR"",""UNUSED"",""THIS"",""CV""],""op2"":[""CONST"",""TMP"",""CV""],""spec"":[],""variants"":[]}",in_place,conditional,conditional,never,conditional,The cited dispatched handler carries the target opcode's reference and indirect-zval semantics.,never,never,both,runtime.object,not_started,not_started,"[""destructor"",""exception"",""reference""]","[""bailout"",""call_internal"",""read_memory"",""reenter_php"",""run_destructor"",""throw"",""write_memory""]","[""engine.exception"",""frame.call_chain"",""frame.locals"",""frame.temps"",""heap.object"",""heap.reference"",""heap.string"",""heap.zval"",""runtime.cache""]","[""engine.exception"",""frame.call_chain"",""frame.locals"",""heap.reference"",""heap.zval""]","[""borrow"",""canonicalize"",""conditional_destroy""]","[""bailout"",""destructor"",""exception"",""reentrancy"",""safepoint""]","[""contract.opcode_matrix"",""opcode.ZEND_POST_DEC_OBJ""]","[{""end_line"":1421,""path"":""Zend/zend_vm_def.h"",""start_line"":1358,""symbol"":""ZEND_POST_INC_OBJ""},{""end_line"":1427,""path"":""Zend/zend_vm_def.h"",""start_line"":1422,""symbol"":""ZEND_POST_DEC_OBJ""},{""end_line"":1874,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":1874,""symbol"":""ZEND_POST_DEC_OBJ""},{""end_line"":4795,""path"":""ext/opcache/jit/zend_jit_trace.c"",""start_line"":4795,""symbol"":""ZEND_POST_DEC_OBJ""}]",The cited VM handler and operand declaration provide the ordinary operand/result paths used for this conservative annotation; JIT status uses only cited compiler cases. Dispatched handler definitions (ZEND_POST_INC_OBJ) are cited and included in the conservative effect union.
136,ZEND_ECHO,"{""dispatches"":[],""extended"":[],""handler_style"":""ZEND_VM_HANDLER"",""op1"":[""CONST"",""TMP"",""CV""],""op2"":[""ANY""],""spec"":[],""variants"":[]}",temporary,conditional,conditional,never,conditional,The cited handler has no reference-specific path; ordinary zval operands may still be dereferenced only according to their declared handler forms.,never,never,both,runtime.misc,not_started,not_started,"[""destructor"",""exception"",""external_io""]","[""bailout"",""call_internal"",""external_io"",""read_memory"",""reenter_php"",""run_destructor"",""throw"",""write_memory""]","[""engine.exception"",""external.state"",""frame.call_chain"",""frame.locals"",""frame.temps"",""heap.string"",""heap.zval""]","[""engine.exception"",""external.state"",""frame.call_chain"",""frame.temps"",""heap.zval""]","[""conditional_destroy"",""produce_owned""]","[""bailout"",""destructor"",""exception"",""reentrancy"",""safepoint""]","[""contract.opcode_matrix"",""opcode.ZEND_ECHO""]","[{""end_line"":1722,""path"":""Zend/zend_vm_def.h"",""start_line"":1694,""symbol"":""ZEND_ECHO""},{""end_line"":2536,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":2536,""symbol"":""ZEND_ECHO""},{""end_line"":6217,""path"":""ext/opcache/jit/zend_jit_trace.c"",""start_line"":6217,""symbol"":""ZEND_ECHO""}]","The cited VM handler and operand declaration provide the exception, bailout, destructor paths used for this conservative annotation; JIT status uses only cited compiler cases."
137,ZEND_OP_DATA,"{""dispatches"":[],""extended"":[],""handler_style"":""ZEND_VM_DEFINE_OP"",""op1"":[""ANY""],""op2"":[""ANY""],""spec"":[],""variants"":[]}",metadata,never,never,never,never,The cited handler has no reference-specific path; ordinary zval operands may still be dereferenced only according to their declared handler forms.,never,never,partial,runtime.misc,not_started,not_started,[],[],[],[],[],[],"[""contract.opcode_matrix"",""opcode.ZEND_OP_DATA""]","[{""end_line"":10627,""path"":""Zend/zend_vm_def.h"",""start_line"":10626,""symbol"":""ZEND_OP_DATA""},{""end_line"":2727,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":2727,""symbol"":""ZEND_OP_DATA""}]",The cited VM definition is an explicit control/metadata no-op with pure/no-memory/no-ownership behavior; it contains no semantic value access.
138,ZEND_INSTANCEOF,"{""dispatches"":[],""extended"":[""CACHE_SLOT""],""handler_style"":""ZEND_VM_HANDLER"",""op1"":[""TMP"",""CV""],""op2"":[""UNUSED"",""CLASS_FETCH"",""CONST"",""VAR""],""spec"":[],""variants"":[]}",temporary,conditional,conditional,never,conditional,"The cited handler contains an explicit reference, indirect, dereference, or separation path; preserve alias identity and the listed ownership actions.",never,never,partial,runtime.reference,not_started,not_started,"[""destructor"",""exception"",""reference""]","[""bailout"",""call_internal"",""read_memory"",""reenter_php"",""run_destructor"",""throw"",""write_memory""]","[""engine.class_table"",""engine.exception"",""frame.call_chain"",""frame.locals"",""frame.temps"",""heap.object"",""heap.reference"",""heap.zval"",""runtime.cache""]","[""engine.exception"",""frame.call_chain"",""frame.temps"",""heap.reference"",""heap.zval""]","[""canonicalize"",""conditional_destroy"",""produce_owned""]","[""bailout"",""destructor"",""exception"",""reentrancy"",""safepoint""]","[""contract.opcode_matrix"",""opcode.ZEND_INSTANCEOF""]","[{""end_line"":8130,""path"":""Zend/zend_vm_def.h"",""start_line"":8086,""symbol"":""ZEND_INSTANCEOF""},{""end_line"":290,""path"":""ext/opcache/jit/zend_jit_trace.c"",""start_line"":290,""symbol"":""ZEND_INSTANCEOF""}]","The cited VM handler and operand declaration provide the exception, bailout, destructor, reference/indirect paths used for this conservative annotation; JIT status uses only cited compiler cases."
139,ZEND_GENERATOR_CREATE,"{""dispatches"":[{""kind"":""helper"",""source_line"":4766,""target"":""zend_leave_helper"",""target_end_line"":3127,""target_start_line"":2986}],""extended"":[],""handler_style"":""ZEND_VM_HANDLER"",""op1"":[""ANY""],""op2"":[""ANY""],""spec"":[],""variants"":[]}",suspend,conditional,never,never,conditional,The cited handler has no reference-specific path; ordinary zval operands may still be dereferenced only according to their declared handler forms.,never,never,partial,suspend.generator,not_started,not_started,"[""destructor"",""exception"",""generator"",""zts""]","[""allocate"",""call_internal"",""read_memory"",""resume"",""run_destructor"",""suspend"",""throw"",""write_memory""]","[""engine.exception"",""engine.generator"",""heap.array"",""heap.object"",""heap.zval""]","[""engine.exception"",""engine.generator"",""frame.call_chain"",""gc.metadata"",""heap.array"",""heap.object"",""heap.zval""]","[""conditional_destroy"",""transfer""]","[""destructor"",""exception"",""safepoint"",""suspend""]","[""contract.opcode_matrix"",""opcode.ZEND_GENERATOR_CREATE""]","[{""end_line"":3127,""path"":""Zend/zend_vm_def.h"",""start_line"":2986,""symbol"":""zend_leave_helper""},{""end_line"":4769,""path"":""Zend/zend_vm_def.h"",""start_line"":4692,""symbol"":""ZEND_GENERATOR_CREATE""},{""end_line"":2750,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":2750,""symbol"":""ZEND_GENERATOR_CREATE""}]","The cited VM handler and operand declaration provide the exception, allocation, ZTS executor-global paths used for this conservative annotation; JIT status uses only cited compiler cases. Dispatched helper definitions (zend_leave_helper) are cited and included in the conservative effect union."
